Timestamp;Filename;OCR_Text;Perusahaan tidak jelas atau tidak ada informasi valid (40%);Deskripsi posisi, persyaratan, dan lokasi kerja yang tidak jelas (25%);Deskripsi pekerjaan tidak spesifik (Jobdesc) (20%);Tidak ada proses wawancara dan seleksi yang jelas(5%);Ada permintaan biaya pendaftaran(5%);Gaji tidak realistis (5%);Total;Label
2022-11-03T01:18:02.000Z;2022-11-03_post_lokerjakarta.info662_image.jpg;"GIGA GROUP LOWONGAN PEKERJAAN AUDIT INTERNAL Kualifikasi Laki-laki Usia Maks 35 Tahun Pendidikan Min S1 Ekonomi Pengalaman Kerja Min 2 Tahun Dapat Berkomunikasi Dengan Baik Dapat Bekerja Dalam Tim dan Mandiri Job Desk Memantau Hasil Pemeriksaan Serta Efektivitas Operasional Perusahaan Memberikan Laporan Berkala Bertanggung jawab atas Rencana; Monitoring dan Goker orinfo Review Hasil Audit Silahkan kirimkan Lamaran dan CV anda ke idha.senagroup@gmail.com Loker Jakarta info";0;0,25;0;0;0;0;0,25;Not Fraud
2022-11-02T10:26:00.000Z;2022-11-02_post_lokerjakarta.info663_image.jpg;"dexagroup walk in Interview Kami mencari profesional MEDICAL muda untuk berkembang bersama kami sebagai REPRESENTATIVE (MR) JAKARTA Jakarta Design Center (Lt. 6 Ruang lotus) Jl. Gatot Subroto no. 53, Jakarta Pusat 000 Kamis, 17 Zovember Batch / 08.00 WIB Batch Il 12.30 WIB Kualifikasi: Bagi Anda yang berminar; Minimal D3 semua jurusan diharapkan membawa Memiliki motor dan sim € CV + Lamaran lengkap, fotocopy Pengalaman tahun sebagai (KTP; Transkrip Nilai/ljazah, Sim C) Medical Representative & foto berwarna lerbaru ukuran Untuk penempatan area Jabodetabek 4 x 6 sebanyak 1 lembar Daftarkan diri anda segera pada https:llbit.ly/WIN-DXG atau QRCode di samping: Syarat dan Ketentuan: Peserta WAJIB sudah mendapat 3x vaksin (booster) WAJIB menggunakan masker DEXA GROUP TIDAK MEMUNGUT BIAYA APAPUN WASPADA! DALAM PROSES REKRUTMEN";0;0;0;0;0;0;0;Not Fraud
2022-11-02T10:19:31.000Z;2022-11-02_post_lokerjakarta.info664_image.jpg;"WE ARE HIRING 54R AUto RESERVE Digital marketing 'Kreatif dan interaktif 'Bisa membuat Konten 'Mengerti otomotif khususnya dalam Mobil Bisa mengaplikasikan adobe photoshop; adobe ilustrator 'Update tentang Trend 'umur maksimal 25 'Pendidikan minimal SMAISMK atau setara 'Diutamakan bisa Mengemudi mobil Fee 3-6 juta perbulan Kirimkan CV ke WA yang tertera CP : 082112609591";0,4;0;0;0;0;0;0,4;Not Fraud
2022-11-02T09:38:28.000Z;2022-11-02_post_lokerjakarta.info666_image.jpg;2NGo elsaNcowoNG WE ARE HIRING Full Time Kitchen & Server Kualifikasi : 1. Laki-laki Wanita. 2. Pendidikan Min. SMA/Sederajat. 3. Bersedia untuk penempatan di Lebak Bulus, Jakarta Selatan. 4. Berpenampilan rapih. 5. Punya pengalaman minimal 2tahun. 6.Jujur dan berkarakter baik. Apply Now! kampungbingojkt@gmail com Cp 0889-0518-0234;0,4;0;0,2;0;0;0;0,6;Not Fraud
2022-11-02T08:24:01.000Z;2022-11-02_post_lokerjakarta.info667_combined.jpg;"DOLKA blauny We Are Hiringl Social Media Planner Requirement ~Wanita ~Lulusan minimal D3 Semua Jurusan ~Berpengalaman di bidang yang sama minimal tahun lebih disukai Memiliki Teste of Design yang baik ~Usia maksimal 35 tahun ~Penempatan di Jakarta Selatan; Kemang Job Role ~Bertanggung jawab dalam memimpin dan mengawasi Content Creator Statf maupun intern dan design mengelola seluruh akun sosial media; editorial calender, dan creative brief serta edit video dan photo Bertanggung jawab dalam memimpin dan mengawasi Desain Grafis: desain konten sosial media, flyer, dan media lain yang diperlukan Bertanggung jawab dalam memimpin dan mengawasi KOL: mencari dan memilih influencer yang sesuai kebutuhan perusahaan; budgeting; dan negosiasi Melakukan AB testing untuk keperluan sosial media 'Mengoptimalkan konten melalui Ads (Offline / Online) Berkolaborasi dengan divisi lain: Marketing; Operational, dan HR Were looking for a talented; passionate person to join our small team. Please send your resume to polkabeautybar career@gmail com subject: Sosmed Plan_Nama Pelamar APPLY NoWI POLKA Beauty BAR we are FINANCE STAFF Requirement Pend min D3/S1 Jurusan akuntansi dan manajemen keuangan Memiliki pengalaman min 1 tahun di posisi finance Usia max 27 tahun Memahami konsep dasar accounting Berintegritas; jujur; tegas; teliti Memahami jurnal umum Terbiasa bekerja dgn computer applikasi microsoft office Job Role Melakukan pembuatan kas kecil Merekap pengeluaran rekening koran Pembuatan laporan-laporan yang berkaitan dgn keuangan Melakukan budgeting per cabang Were looking for a talented, passionate person to join our small team. Please send your resume to Polkabeautybar career@gmail com Subject : Finance Nama Pelamar grafis hiring";0;0;0;0;0;0;0;Not Fraud
2022-11-02T07:00:29.000Z;2022-11-02_post_lokerjakarta.info668_image.jpg;LETS Go satu TOYOTA BEYOND Indonesia LOWONGAN KERJA SALES EXECUTIVE SYARAT 1. Pria atau Wanita umur maks. 29 tahun 2. Pendidikan Min: SMA Sederajat 3. Pengalaman di bidang Sales Otomotif 4. Aktif di media sosial (IG, Tiktok, FB) 5. Penampilan menarik, kreatif , komunikatif dan target oriented 6. Memiliki kendaraan pribadi WALK IN INTERVIEW Send your CV t0 crc2O0okrida@gmail .com WAto ? AUTO2OOO KRIDA CILANDAK CP. ANDHI SURYA 0812 8450 2000 JI. KRIDA NO. 19, CILANDAK TIMUR PASAR MINGGU JAKARTA SELATAN Jas HuR TOP FRD A0o2OOO Urusan Toyota lebih mudah! member of ASTRA KRIDA CILANDAK;0;0;0;0;0;0;0;Not Fraud
2022-11-02T06:09:06.000Z;2022-11-02_post_lokerjakarta.info669_image.jpg;~X7Latag PT_Global Profesional Sinergi_(GPS) iPURE Jakarta Utara SYSTEM PURIFIER URGENTLY 1SALES REQUIRED 2. MARKETING 3.DRINKINING WATER DELIVERY Requirements MaleFemale Minimum SMAISMK Haveatleastl years experienceinthe same field Familiar with Jakarta & its surrounding areas Have SIMC (3) Excellentteam-player Good communication & presentation skills SendCV & supporting docs to: human-capital@beepreneursid andriharis25@gmailcom (Please indicate position & nameapplied in email subject ie: Sales/Marketing/Delivery Name) iPureid;0;0;0;0;0;0;0;Not Fraud
2022-11-02T04:50:39.000Z;2022-11-02_post_lokerjakarta.info670_image.jpg;"The Strategically located in the heart of Jakarta in Jalan Jenderal Sudirman, Plaza The Plaza Residences residences; combining the comforts of home with five-star huxury:. The Plaza Residences is perched above the AYANA MidPlaza Jakarta, comprising a total of 260 apartments: 8 € 8 | d E n g 28 hining CCTV Staff Security Requirements Female (Max 28 years old Min. Education SMAISMK Previous experience in security field Willing to work in shifts Excellent communication Ability to deal calmly with emergency situations Able to write a clear record Good observational skills Please send your recent CV and photograph to ismail @plazaresidences coid Put the position that you would like to as email subject Loker Jakarta info The Plaza Residences Jl.Jend Sudirman Kav.10 11 Jakarta 10220,Indonesia plazaresidences co.id hterury living Weie fajarc apply";0;0;0;0;0;0;0;Not Fraud
2022-11-02T04:29:30.000Z;2022-11-02_post_lokerjakarta.info671_image.jpg;"g2tatps Walk In Interview We Are Looking For CHEF DE PARTIE STORE MANAGER KITCHEN STAFF SERVICE STAFF Loker Yakantssinfo Qualifications Tamatan SMA/SMK (Diutamakan Jurursan Tata Boga) Jujur; Disiplin dan berpenampilan Rapi Mempunyai pengalaman di posisi yang sama terutama Industri F&B Memiliki Work Ethic; Komunikasi dan Leadership yang baik Schedule your Interview +62 899 433 2929 or your CV for faster calling admin@patatas co.id Loker laRarta info Drop";0;0,25;0,2;0;0;0;0,45;Not Fraud
2022-11-02T02:56:53.000Z;2022-11-02_post_lokerjakarta.info672_image.jpg;"Live more; DBS Zeasures Bank less WE ARE HIRING DBS Treasures Wealth Associates Job Description Identify, contact, and prospect new Client leads Provide service excellence to Clients Achieve monthly sales target for various assigned banking products updated on all bank products and services Qualifications Loker Jakarta info Bachelor Degree (Sarjana) holder; or in the last semester of university Previous experience in sales marketing or financial industry is a big plus Customer-oriented Great in both communication and selling skills Persistent and target-driven High achiever with passion for sales Benefits Fixed allowance Highly-competitive commission Contact Person Rewards Insurance haryobimo@dbs.com Career ririnfitaloka@dbs.com Loker Jakarta info Stay path";0;0,25;0;0;0;0;0,25;Not Fraud
2022-11-02T02:11:32.000Z;2022-11-02_post_lokerjakarta.info673_image.jpg;"DIBUTUHKAN SEGERA R&DSTAFF KUALIFIKASI Pria/wanita usia maksimal 35 tahun Pengalaman 3-4 tahun dalam bidang industri makanan & minuman Berpengalaman dalam mengembangkan menu & merumuskan strategi menu Memiliki pengalaman dan pengetahuan tentang makanan-makanan nusantara Loker |auauricinfo Memiliki ketajaman bisnis & keterampilan analisa data Memiliki hubungan /jaringan yang baik dengan para pemasok di industri makanan & minuman Memiliki keterampilan komunikasi yang baik dalam tim Kirim surat lamaran & CV lengkap ke: KOPI OEY JI. KH_ Salim No. 20, Kebon Sirih; Menteng, Jakarta Pusat 10340 atau ke alamat e-mail: hrd oey@gmail com hubungi: 0857 2470 4414 kopiocycom 80 @kopincy OEY KoPI OEY desty page/kopioey Loger Ful wutsvsinfo harga Agus";0,4;0;0;0;0;0;0,4;Not Fraud
2022-11-02T02:10:03.000Z;2022-11-02_post_lokerjakarta.info674_image.jpg;"WllInC dloin U Salesmanlsalesgirl Kualifikasi Pria/wanita maks. usia 26 tahun Pendidikan min. SMA/sederajat Menyukai atau berpengalaman di bidang penjualan Loker Jakarta Berpenampilan menarik Pekerja keras dan berorientasi pada target Kompensasi & Benefit : Persyaratan Berkas Gaji, Insentif & Bonus yang menarik Surat Lamaran Jenjang karir yang menarik CV Terbaru Pelatihan Pas Foto Terbaru Atau; Klrlm Persyaratan Berkas ke WALK IN INTERVIEW Arista Pluit JL Pluit Permai No 21, Pluit, Jakarta Utara Setiap Hari Senin s|d Jumat Email : bennychae53@gmail.com Jam 9.00 15.00' Whatsapp 0877 8023 4777 Mombowa Parsyaratan Borkos Loker )akanta_info Wuling";0;0;0,2;0;0;0;0,2;Not Fraud
2022-11-02T02:05:51.000Z;2022-11-02_post_lokerjakarta.info675_image.jpg;Ingin berkarier di Bulueyes ? BULUEYES NYAMBUNGIN BulumaTa * Studio Eyelash Extension TERBAIK HIRING Therapist Wanita, maks 29 tahun Diutamakan yang pengalaman dibidang eyelash, nail atau wax. Tertarik di dunia kecantikan DUlUry[s Memiliki ijazah SMA/SMK Sederajat. Sistem kerja kontrak dan penahanan ijazah_ Tidak ada pengalaman akan di training. Sistem kerja Berjenjang (ada kenaikan gaji dan karir) Sistem Gaji, Bonus & Ada mess atau subsidi kost- Penempatan kerja Puri Kembangan Jakarta Barat Cikini Jakarta Pusat Kelapa Gading Jakarta Utara Cibubur Jakarta Timur Send your CV and Resume to: Jatiwarna Kota Bekasi 0878-7222-2337 Gading Serpong Tangerang Selatan Tips.;0;0;0;0;0;0;0;Not Fraud
2022-11-02T02:04:02.000Z;2022-11-02_post_lokerjakarta.info676_image.jpg;Toky0 K u k u B a r HR RasunaSaidJak Sel We Are Hiring Qualifications 1.Wanita /Laki Laki 2Os/d 30 2 Diutamakan berpengalaman dengan Nail art & Basic Meni Pedi 3 Dapat Menggambar 4 Jujur, Disiplin Teliti, Gesit, Kreatif Komunikatif dan Bertanggung jawab 5 . Mampun kerja dibawah tekanan (Target) 6 . Kontrak 1 Tahun Kerja 7 Dapat mengoperasikan Social Media (Instagram & Tiktok) 8 - Minimal Pendidikan SMAIK Pengiriman CV : Wa +6281380484019;0;0,25;0;0;0;0;0,25;Not Fraud
2022-11-02T01:30:20.000Z;2022-11-02_post_lokerjakarta.info677_image.jpg;NOW HIRING ACCOUNT EXECUTIVE LOCATION JAKARTA OFFICE (SUDIRMAN) Propose ideas and execute client to be our happy customers :) Send your CV to join@limamediagroup.com LIMa 5 MEDIA Group;0;0,25;0;0;0;0;0,25;Not Fraud
2022-11-01T10:38:55.000Z;2022-11-01_post_lokerjakarta.info678_image.jpg;"LOWONGAN KERJA Loker Jakarta.inf_ Kitchen Crew Arungi Rasa Kualifikasi Pendidikan minimal SMA/SMK/Sederajat Laki-Laki Memiliki pengalaman dibidangnya minimal (satu) tahun: Jujur, disiplin dan bertanggung jawab Bersedia bekerja shift Penempatan di Cloud Kitchen daerah Gading Serpong; BSD; Sunter & Tebet. kirimkan CV & data diri lainnya ke email hrd@arungirasa.id Subject Email: ""Kitchen Crew"" Loker Jakarta info";0;0;0;0;0;0;0;Not Fraud
2022-11-01T09:58:31.000Z;2022-11-01_post_lokerjakarta.info679_image.jpg;OMNICLOUD 014614 6 Tl Cl@ Ud € l 0 $[ a oker Jakarta.info WE ARE HIRING Sr. Network Engineer QUALIFICATION: 1. Bachelor's Degree in Information technology 2. Minimum 5 years of experience in network engineering understanding with exposure to Juniper Experience in handling network BAU Expert level of managing Juniper MX series routers 5. Expert level BGP , OSPF 6. Expert level in troubleshooting network related issues is its BGP, OSPF , BGP Attributes, BGP and OSPF Dynamic routing issue Able to write and read English language. 8. Have knowledge with SOP (standard operating procedure) in term of handling problem and maintain daily operations. 9. Having experience in Network Infrastructure, System Architecture, Computer Programming and Algorithm Programming 10. Documentation Management (writing and document classification) 11. ITIL/ IT Service Management Framework (conceptual understanding) 12. Good knowledge with data communication technologies LAN, WAN, Internet SCAN THIS BARCODE OR SEND YOUR CV TO EMAIL: hr@solnet netid Loker Jakarta .info;0;0,25;0;0;0;0;0,25;Not Fraud
2022-11-01T09:57:20.000Z;2022-11-01_post_lokerjakarta.info680_image.jpg;OMNICLOUD 0 R | N g | * @ Th E CloU d Clo Ser Cokes Jakarta.info WERE HIRING TEKNISI SUPPORT QUALIFICAIION: Laki-laki, Max 30 Tahun Min. SMUISMK Mempunyai kendaraan sendiri Menguasai Wilayah Jakarta Mampu melakukan Perbaikan Penggantian Hardware (Server, disk & Network) Mampu melakukan Instalasi konfigurasi dan maintenance server serta perangkat jaringan Mampu berkomunikasi dengan baik Siap bekerja di Maintenance Window dan pola kerja Shift Kirim CV & lamaran anda ke: HRD PT. OMNI CLOUD INDONESIA Loker Jakarta .info;0;0;0;0;0;0;0;Not Fraud
2022-11-01T07:39:38.000Z;2022-11-01_post_lokerjakarta.info681_image.jpg;"BGROUP COMPANIES Y;ICLINIC Laser Slimming Aesthetic We Ae Hining PEOPLE DEVELOPMENT (PD) Kualifikasi Pria/Wanita Loker Jakarta .info Maksimal Usia 35 tahun Minimal Pendidikan SI Psikologi/Manajemen SDM Minimal berpengalaman dalam posisi ini selama 3 tahun Visioner dan Inovatif Terbiasa dalam melakukan assessment SDM Bersedia untuk standarisasi SDM secara langsung ke semua cabang Penempatan Jakarta selatan kirimkan CV & Biodata lengkap: Batas pengiriman CV sampai dengan tanggal 05 November 2022 hrd.bgroupcompanies@gmail.com dengan subyek Nama-Posisi (jika tidak sesuai dengan kualifikasi harap tidak mengirimkan CV) Loker Jakarta.info OF";0;0;0;0;0;0;0;Not Fraud
2022-11-01T07:38:43.000Z;2022-11-01_post_lokerjakarta.info682_image.jpg;BGROUP OF COMPANIES CLINIC Laser Slimming Aesthetic We Ane ACCOUNTING STAFF (ACC) Kualifikasi Loker Jakarta infd Pria/Wanita Maksimal Usia 35 tahun Minimal Pendidikan SI Akuntansi/Ekonomi/Keuangan Minimal berpengalaman dalam posisi ini selama 3 tahun Teliti, Jujur dan dapat dipercaya Berpengalaman dalam menggunakan Accurate Accounting Software Diutamakan memiliki Sertifikat Brevet A dan B Penempatan Jakarta selatan kirimkan CV & Biodata lengkap: Batas pengiriman CV sampai dengan tanggal 05 November 2022 hrd.bgroupcompanies@gmail com dengan subyek Nama-Posisi (jika tidak sesuai dengan kualifikasi harap tidak mengirimkan CV) Loker Jakarta .info Hiing;0;0;0;0;0;0;0;Not Fraud
2022-11-01T07:09:16.000Z;2022-11-01_post_lokerjakarta.info683_image.jpg;We are hiring Admin online Kualifikasi 2 cewe atau cowo usia max 25 min SMA diutamakan menguasai market place Berlokasi di area jakarta utara ( pademangan ) Kirim CV ke rouninds@gmail.com subject admin online cewe or admin online cowo;0,4;0;0,2;0;0;0;0,6;Not Fraud
2022-11-01T07:03:27.000Z;2022-11-01_post_lokerjakarta.info684_image.jpg;SUZUKI YOUR GEAR we are HIRING JgIN 0 SUZUKIMTHARYONO Jakarta Timur Sales Executive INCENTIVE DAN BONUS GAJI POKOK UMR Persyaratan Pria Wanita Maksimal 30 Tahun Diutamakan Berpengalaman di bidang Otomotif Berpenampilan Menarik Diutamakan D3 atau SI Disiplin dan Komunikatif Bisa Bekerja Sama dengan Team Memiliki Kendaraan Pribadi Diutamakan Memiliki SIM € ataupun SIM A Silahkan kirimkan CV ke JENJANG KARIR errika.szk@gmail.com atau Whatsapp ke. Suzuki MT Haryono Egrik/o33-11 Wisma Indomobil, Jl. Letjen MT Haryono Jakarta Timur, Indonesia 13330 f Suzuki Jakarta @Hargasuzuki ertiga Errika Jingga www suzukijakarta co;0;0;0;0;0;0;0;Not Fraud
2022-11-01T03:45:05.000Z;2022-11-01_post_lokerjakarta.info685_image.jpg;Loker Jakarta info WE ARE HIRINGF Architect | Interior Designer Male Female Fresh Graduate Are Wlelcome Excellent Skilled in Modelling with Sketchup Knowledge in CAD and Lumion Twinmotion Problem Solving Skills with Strong Sense of Design Colours and Materials Strong Attention to Details Graphic Designer Male Female Fresh Graduate Are Welcome Excellent Skilled in Adobe Photoshop Illustrator Point Plus if knowledge about Architecture and Interior Creative and Innovative Placed in Central Jakarta Email Format : Your Name 'Whatsapp Number || Job Position {HIZZEYCREATIVE send your Cv and portfolio here: VOIDLIVING voidliving hiring@gmailcom;0;0;0;0;0;0;0;Not Fraud
2022-11-01T03:39:28.000Z;2022-11-01_post_lokerjakarta.info686_image.jpg;Lok ı Jakarta info IGM PT INDONESIA GLOBALMEDIKA WE ARE HIRING ACCOUNTING STAF One of the fastest Growing Medical Device Company QUALIFICATION: D3/sı Accounting fresh gradueted or Experienced A good knowledge about general accounting Loker Jakarta info standards and taxes can work fast and have initiative Honest and detail oriented Have a good attitude and communication skills LETS JOIN OUR TEAM SEND YOUR CV & PORTFOLIO To accounting2@indonesiaglobalmedika. com 2 Citra Garden 6 Blok JSB NO. 17 Jakarta Barat WWW indonesiaglobalmedika.com 0852 4759 1795;0;0,25;0;0;0;0;0,25;Not Fraud
2022-11-01T03:21:26.000Z;2022-11-01_post_lokerjakarta.info687_image.jpg;4 3 % 8 5 MU GUNG HWA WE ARE HIRING! Cook COOK HELPER CASHIER SERVER STORE CLERK Min endidikan SMA/K Send your resume and application letter to mugunghwa bsd@gmaiLcom with subject recruitment_(desired position);0;0,25;0,2;0;0;0;0,45;Not Fraud
2022-11-01T02:49:23.000Z;2022-11-01_post_lokerjakarta.info688_image.jpg;Lowongan SPG di ITC dua Persyaratan: minimal pendidikan SMA minimal berpengalaman thn berpenampilan menarik jujur dan mau bisa masukkan lamaran ke ibu sari wa 082245841802 kerja Mangga belajar;0,4;0,25;0;0;0;0;0,65;Not Fraud
2022-11-01T02:47:39.000Z;2022-11-01_post_lokerjakarta.info689_image.jpg;FiRST MEDIA CBN PT CAHAYA BUMI NASIONAL DIBUTUHKAN SEGERA DIRECT SALES FIRST MEDIA UNTUK AREA BEKASI, CIDENG , FaATMawATi, Karawaci Persyaratan Pria-Wanita Usia 18-45 Tahun FRST Pendidikan SMA Sederajat Memiliki kendaraan motor dan HP android minimal ram 3 Memiliki SIM C (Bisa Menyusul) Vaksin minimal dosis 1 Terbiasa kerja lapangan dan sistem target Benefit Gaji 4.453.936 BPJS THR Kirim CV Melalui Insentif Bonus UP 85% Fee Training WhatsApP 0888-1418-300 Jenjang Karir Email cbnjaboegmail com @cbnkarir Link /bit.ly /cbnjabo pokok http:/;0;0;0;0;0;0;0;Not Fraud
2022-11-01T02:44:00.000Z;2022-11-01_post_lokerjakarta.info690_image.jpg;WE ARE HIRING Job Positions SPA Therapist Kualifikasi: Wanita usia maksimal 35 tahun Min. Lulusan SMA/SMK (Kecantikan Keperawatan Bidan) Berpengalaman sebagai Spa Terapis (diutamakan) Memiliki kendaraan pribadi (wajib) Bersedia bekerja Home Service Domisili wilayah Jakarta dan Bekasi (diutamakan) Sigap, Sopan dan Rumah dan Jujur APPLY NOW Benefit: Komisi Send your CV to BPJS Kesehatan Uang Transport seia.aesthetic@gmail com Free Training (subject email: Nama Therapist Jakarta Bekasi) Uang Pulsa;0;0;0;0;0;0;0;Not Fraud
2022-11-01T02:42:32.000Z;2022-11-01_post_lokerjakarta.info691_image.jpg;DIBUTUHKAN Admin Staff untuk Online Syarat 2 1. Pendidikan min SMA/SMK /Setara 2 Wanita usia 18-2lth 3. Jujur, bisa bekerja cepat dan gesit,mengerti MS word dan excel dan aplikasi marketplace 4. Full time, tidak bisa partime (tidak sedang kuliah) 5. Penempatan Kalideres Jakarta Barat. Diutamakan yang berdomisili Jakarta Barat. Kirim cv ke : littleluceshop@gmail com Cantumkan judul : Admin Staff C na shop ftt@uce;0;0;0,2;0;0;0;0,2;Not Fraud
2022-11-01T01:58:43.000Z;2022-11-01_post_lokerjakarta.info692_image.jpg;GIGA GROUP LOWONGAN PEKERJAAN AUDIT INTERNAL Kualifikasi, Laki-laki Usia Maks 35 Tahun Pendidikan Min S1 Ekonomi Pengalaman Kerja Min 2 Tahun Dapat Berkomunikasi Dengan Baik Dapat Bekerja Dalam Tim dan Mandiri Job Desk Memantau Hasil Pemeriksaan Serta Efektivitas Operasional Perusahaan Memberikan Laporan Berkala Bertanggung jawab atas Rencana, Monitoring dan Loker infa Review Hasil Audit Silahkan kirimkan Lamaran dan CV anda ke idha.senagroup@gmail.com Loker Jakarta .info;0;0,25;0;0;0;0;0,25;Not Fraud
2022-11-01T01:48:16.000Z;2022-11-01_post_lokerjakarta.info693_image.jpg;N Loker Jakarta . LOOKING FOR Sr PROGRAMMER REMOTE WORKING FREELANCERI PROJECT BASE ASP NET SEND YOUR PORTFOLIO HRDMAVEN@MV-DIGITALNET akuta F in;0;0,25;0,2;0;0;0;0,45;Not Fraud
2022-10-31T11:45:31.000Z;2022-10-31_post_lokerjakarta.info694_image.jpg;"ORO INTERVIEW TERBUKA (Langsung Datang Ketempat) Rabu, 02 November 2022 17.00-19.00 WIB BARTENDER (Cocktail,coffee, jus, mocktail,shisha) WAITRESSICASHIER COOK Kualifikasi Laki-Lakil Perempuan Ia kdcat Min pendidikan Sma/Smk Usia 25 35 Tahun Min.1 tahun pengalaman di posisi yang sama terutama di Restaurant Italial western Harus Fasih Berbahasa Inggris (WaiterICashier) Jujur, berpenampilan menarik; berperilaku baik & bisa bekerja dibawah tekanan Bawa Cv Langsung Ke ORO ITALIAN RESTAURANT JLKemang Raya No 2hJakarta Selatan Loker Jakarta info Contact Us Bu Kiki 0878-6478-5640";0;0;0;0;0;0;0;Not Fraud
2022-10-31T09:32:56.000Z;2022-10-31_post_lokerjakarta.info695_image.jpg;DIBUTUHKAN SEGERA R&DSTAFF KUALIFIKASI Pria/wanita usia maksimal 35 tahun Pengalaman 3-4 tahun dalam bidang industri makanan & minuman Berpengalaman dalam mengembangkan menu & merumuskan strategi menu Memiliki pengalaman dan pengetahuan tentang makanan-makanan nusantara Loker |kantutinfo Memiliki ketajaman bisnis & keterampilan analisa data Memiliki hubungan /jaringan yang baik dengan para pemasok di industri makanan & minuman Memiliki keterampilan komunikasi yang baik dalam tim Kirim surat lamaran & CV lengkap ke: KOPI OEY JI. KH. Agus Salim No. 20, Kebon Sirih, Menteng, Jakarta Pusat 10340 atau ke alamat e-mail: hrd oey@gmail com hubungi: 0857 2470 4414 kopiocycom 00 @kopincy OEY KoPI OEY desty page/kopioey Loker 5wk sissinfo harga;0;0,25;0;0;0;0;0,25;Not Fraud
2022-10-31T09:15:47.000Z;2022-10-31_post_lokerjakarta.info696_combined.jpg;"Were HIRING Bloomery Jakarta BloomeRy ADMIN STORE Persyaratan Berusia maksimal 27 tahun Memiliki pengalaman di bidang Customer Service Rapi; teliti; cekatan; berinisiatif tinggi; dan bertanggung jawab Paham administrasi data dan laporan Dapat mengoperasikan Google Sheet; Drive; Calendar, dan Whatsapp Business Aktif di sosial media,fast response; dan berbahasa baik Bersedia bekerja secara Full Time Part Time Pendidikan minimal SMASMK sederajat Penempatan di Bloomery Jakarta Selatan SEND YOUR CV TO: https:llbit.ly/Admin_JKT Were HIRING Bloomery Jakarta BLOoMFRY FRONT STAFFI CASHIER Persyaratan Laki-laki/perempuan Berusia 20-30 tahun Pendidikan minimal SMA/SMK sederajat Bersedia bekerja secara Full Time Part Time Penempatan di Bloomery Jakarta Selatan Diutamakan domisili Jakarta Selatan SEND YOUR CV TO: https:llbit. lylCashier_JKT Were HIRING Bloomery Jakarta BlOOMeRY BARISTA Persyaratan Berusia maksimal 30 tahun Diutamakan yang memiliki pengalaman Jujur; pekerja keras; dan bertanggung jawab Dapat mengoperasikan mesin kopi dan perbaikan resep Bersedia bekerja secara Full Time Part Time Pendidikan minimal SMASMK sederajat Penempatan di Bloomery Jakarta Selatan SEND YOUR CV TO: https://bit ly/Barista_JKT";0;0;0;0;0;0;0;Not Fraud
2022-10-31T04:30:28.000Z;2022-10-31_post_lokerjakarta.info697_image.jpg;We're Hiring WFO (Tidak bisa WFH) Therapist (Beautician) Wanita usia max. 35 tahun. Min: pendidikan SMA/SMK Disiplin: Kreatif, terampil, jujur , dan bertanggung jawab. Siap bekerja dalam tim: Diutamakan yang memiliki pengalaman sebagai terapis/beautician min: 1tahun: Memiliki SIM C yang masih berlaku: Memiliki kepribadian yang baik dan penampilan yang menarik. Perusahaan: DR LIUr^ Kirim CV ke alamat email No. WA: Lokasi: klinikdrlidyana@gmail.com / 087888581531 Jakarta Pusat;0,4;0;0;0;0;0;0,4;Not Fraud
2022-10-31T04:23:11.000Z;2022-10-31_post_lokerjakarta.info698_image.jpg;NARA SAMBAL NCI CITRA AWANT INDONESIA TEMENNYA MaKAN Mie WE'RE HIRING SPG Persyaratan SMEAL Wanita Max 30 tahun Pendidikan minimal SMA atau sederajat SMbaL Mempunyai pengalaman Awani sales min 1 tahun Memiliki kendaraan pribadi Sul (roda 2) lebih disukai paham membuat laporan (M. Excel) Bersedia bekerja fulltime SaMB AL Kawe INT Tweknya Mar 0823-6100-4810 Kiwäni MIz Temexnya Marav Mir hrd.naraceramica@gmail com KwAri SAMBAL;0;0,25;0;0;0;0;0,25;Not Fraud
2022-10-31T02:07:12.000Z;2022-10-31_post_lokerjakarta.info699_image.jpg;Live more, DBS Zeasures Bank less WE ARE HIRING DBS Treasures Wealth Associates Job Description Identify, contact, and prospect new Client leads Provide service excellence to Clients Achieve monthly sales target for various assigned banking products updated on all bank products and services Qualifications Loker akarta info Bachelor Degree (Sarjana) holder, or in the last semester of university Previous experience in sales marketing or financial industry is a big plus Customer-oriented Great in both communication and selling skills Persistent and target-driven High achiever with passion for sales Benefits Fixed allowance Highly-competitive commission Contact Person Rewards Insurance haryobimo@dbs.com Career ririnfitaloka@dbs.com Loker Jakarta info Stay path;0;0;0;0;0;0;0;Not Fraud
2022-10-31T02:03:59.000Z;2022-10-31_post_lokerjakarta.info700_image.jpg;ABADI JAYA FURVITURE Loker Jakara info W E A R E H | R | N G ! STAFF MARKETING AJF Persyaratan Perempuan Berusia 18-30 tahun Pengalaman minimal tahun Pendidikan minimal SMA/SMK sederajat Penempatan di Jakarta Selatan SEND YOUR CV TO : meiabadijaya@gmail.com cc ghinasyaffa@gmail.com Loker Jakarta;0;0;0;0;0;0;0;Not Fraud
